Stand,State,Slope,AYD,Treatment Area,Elev,Harvesting System
5217,CA,55,1400,170,0,Cable Manual WT
5218,CA,55,1400,180,0,Cable Manual WT
5219,CA,55,1400,190,0,Cable Manual WT
5220,CA,55,1500,20,0,Cable Manual WT
5221,CA,55,1500,30,0,Cable Manual WT
5222,CA,55,1500,40,0,Cable Manual WT
5223,CA,55,1500,50,0,Cable Manual WT
5224,CA,55,1500,60,0,Cable Manual WT
5225,CA,55,1500,70,0,Cable Manual WT
5226,CA,55,1500,80,0,Cable Manual WT
5227,CA,55,1500,90,0,Cable Manual WT
5228,CA,55,1500,100,0,Cable Manual WT
5229,CA,55,1500,110,0,Cable Manual WT
5230,CA,55,1500,120,0,Cable Manual WT
5231,CA,55,1500,130,0,Cable Manual WT
5232,CA,55,1500,140,0,Cable Manual WT
5233,CA,55,1500,150,0,Cable Manual WT
5234,CA,55,1500,160,0,Cable Manual WT
5235,CA,55,1500,170,0,Cable Manual WT
5236,CA,55,1500,180,0,Cable Manual WT
5237,CA,55,1500,190,0,Cable Manual WT
5238,CA,55,1600,20,0,Cable Manual WT
5239,CA,55,1600,30,0,Cable Manual WT
5240,CA,55,1600,40,0,Cable Manual WT
5241,CA,55,1600,50,0,Cable Manual WT
5242,CA,55,1600,60,0,Cable Manual WT
5243,CA,55,1600,70,0,Cable Manual WT
5244,CA,55,1600,80,0,Cable Manual WT
5245,CA,55,1600,90,0,Cable Manual WT
5246,CA,55,1600,100,0,Cable Manual WT
5247,CA,55,1600,110,0,Cable Manual WT
5248,CA,55,1600,120,0,Cable Manual WT
5249,CA,55,1600,130,0,Cable Manual WT
5250,CA,55,1600,140,0,Cable Manual WT
5251,CA,55,1600,150,0,Cable Manual WT
5252,CA,55,1600,160,0,Cable Manual WT
5253,CA,55,1600,170,0,Cable Manual WT
5254,CA,55,1600,180,0,Cable Manual WT
5255,CA,55,1600,190,0,Cable Manual WT
5256,CA,55,1700,20,0,Cable Manual WT
5257,CA,55,1700,30,0,Cable Manual WT
5258,CA,55,1700,40,0,Cable Manual WT
5259,CA,55,1700,50,0,Cable Manual WT
5260,CA,55,1700,60,0,Cable Manual WT
5261,CA,55,1700,70,0,Cable Manual WT
5262,CA,55,1700,80,0,Cable Manual WT
5263,CA,55,1700,90,0,Cable Manual WT
5264,CA,55,1700,100,0,Cable Manual WT
5265,CA,55,1700,110,0,Cable Manual WT
5266,CA,55,1700,120,0,Cable Manual WT
5267,CA,55,1700,130,0,Cable Manual WT
5268,CA,55,1700,140,0,Cable Manual WT
5269,CA,55,1700,150,0,Cable Manual WT
5270,CA,55,1700,160,0,Cable Manual WT
5271,CA,55,1700,170,0,Cable Manual WT
5272,CA,55,1700,180,0,Cable Manual WT
5273,CA,55,1700,190,0,Cable Manual WT
5274,CA,55,1800,20,0,Cable Manual WT
5275,CA,55,1800,30,0,Cable Manual WT
5276,CA,55,1800,40,0,Cable Manual WT
5277,CA,55,1800,50,0,Cable Manual WT
5278,CA,55,1800,60,0,Cable Manual WT
5279,CA,55,1800,70,0,Cable Manual WT
5280,CA,55,1800,80,0,Cable Manual WT
5281,CA,55,1800,90,0,Cable Manual WT
5282,CA,55,1800,100,0,Cable Manual WT
5283,CA,55,1800,110,0,Cable Manual WT
5284,CA,55,1800,120,0,Cable Manual WT
5285,CA,55,1800,130,0,Cable Manual WT
5286,CA,55,1800,140,0,Cable Manual WT
5287,CA,55,1800,150,0,Cable Manual WT
5288,CA,55,1800,160,0,Cable Manual WT
5289,CA,55,1800,170,0,Cable Manual WT
5290,CA,55,1800,180,0,Cable Manual WT
5291,CA,55,1800,190,0,Cable Manual WT
5292,CA,55,1900,20,0,Cable Manual WT
5293,CA,55,1900,30,0,Cable Manual WT
5294,CA,55,1900,40,0,Cable Manual WT
5295,CA,55,1900,50,0,Cable Manual WT
5296,CA,55,1900,60,0,Cable Manual WT
5297,CA,55,1900,70,0,Cable Manual WT
5298,CA,55,1900,80,0,Cable Manual WT
5299,CA,55,1900,90,0,Cable Manual WT
5300,CA,55,1900,100,0,Cable Manual WT
5301,CA,55,1900,110,0,Cable Manual WT
5302,CA,55,1900,120,0,Cable Manual WT
5303,CA,55,1900,130,0,Cable Manual WT
5304,CA,55,1900,140,0,Cable Manual WT
5305,CA,55,1900,150,0,Cable Manual WT
5306,CA,55,1900,160,0,Cable Manual WT
5307,CA,55,1900,170,0,Cable Manual WT
5308,CA,55,1900,180,0,Cable Manual WT
5309,CA,55,1900,190,0,Cable Manual WT
5310,CA,55,2000,20,0,Cable Manual WT
5311,CA,55,2000,30,0,Cable Manual WT
5312,CA,55,2000,40,0,Cable Manual WT
5313,CA,55,2000,50,0,Cable Manual WT
5314,CA,55,2000,60,0,Cable Manual WT
5315,CA,55,2000,70,0,Cable Manual WT
5316,CA,55,2000,80,0,Cable Manual WT
5317,CA,55,2000,90,0,Cable Manual WT
5318,CA,55,2000,100,0,Cable Manual WT
5319,CA,55,2000,110,0,Cable Manual WT
5320,CA,55,2000,120,0,Cable Manual WT
5321,CA,55,2000,130,0,Cable Manual WT
5322,CA,55,2000,140,0,Cable Manual WT
5323,CA,55,2000,150,0,Cable Manual WT
5324,CA,55,2000,160,0,Cable Manual WT
5325,CA,55,2000,170,0,Cable Manual WT
5326,CA,55,2000,180,0,Cable Manual WT
5327,CA,55,2000,190,0,Cable Manual WT
5328,CA,55,2100,20,0,Cable Manual WT
5329,CA,55,2100,30,0,Cable Manual WT
5330,CA,55,2100,40,0,Cable Manual WT
5331,CA,55,2100,50,0,Cable Manual WT
5332,CA,55,2100,60,0,Cable Manual WT
5333,CA,55,2100,70,0,Cable Manual WT
5334,CA,55,2100,80,0,Cable Manual WT
5335,CA,55,2100,90,0,Cable Manual WT
5336,CA,55,2100,100,0,Cable Manual WT
5337,CA,55,2100,110,0,Cable Manual WT
5338,CA,55,2100,120,0,Cable Manual WT
5339,CA,55,2100,130,0,Cable Manual WT
5340,CA,55,2100,140,0,Cable Manual WT
5341,CA,55,2100,150,0,Cable Manual WT
5342,CA,55,2100,160,0,Cable Manual WT
5343,CA,55,2100,170,0,Cable Manual WT
5344,CA,55,2100,180,0,Cable Manual WT
5345,CA,55,2100,190,0,Cable Manual WT
5346,CA,55,2200,20,0,Cable Manual WT
5347,CA,55,2200,30,0,Cable Manual WT
5348,CA,55,2200,40,0,Cable Manual WT
5349,CA,55,2200,50,0,Cable Manual WT
5350,CA,55,2200,60,0,Cable Manual WT
5351,CA,55,2200,70,0,Cable Manual WT
5352,CA,55,2200,80,0,Cable Manual WT
5353,CA,55,2200,90,0,Cable Manual WT
5354,CA,55,2200,100,0,Cable Manual WT
5355,CA,55,2200,110,0,Cable Manual WT
5356,CA,55,2200,120,0,Cable Manual WT
5357,CA,55,2200,130,0,Cable Manual WT
5358,CA,55,2200,140,0,Cable Manual WT
5359,CA,55,2200,150,0,Cable Manual WT
5360,CA,55,2200,160,0,Cable Manual WT
5361,CA,55,2200,170,0,Cable Manual WT
5362,CA,55,2200,180,0,Cable Manual WT
5363,CA,55,2200,190,0,Cable Manual WT
5364,CA,55,2300,20,0,Cable Manual WT
5365,CA,55,2300,30,0,Cable Manual WT
5366,CA,55,2300,40,0,Cable Manual WT
5367,CA,55,2300,50,0,Cable Manual WT
5368,CA,55,2300,60,0,Cable Manual WT
5369,CA,55,2300,70,0,Cable Manual WT
5370,CA,55,2300,80,0,Cable Manual WT
5371,CA,55,2300,90,0,Cable Manual WT
5372,CA,55,2300,100,0,Cable Manual WT
5373,CA,55,2300,110,0,Cable Manual WT
5374,CA,55,2300,120,0,Cable Manual WT
5375,CA,55,2300,130,0,Cable Manual WT
5376,CA,55,2300,140,0,Cable Manual WT
5377,CA,55,2300,150,0,Cable Manual WT
5378,CA,55,2300,160,0,Cable Manual WT
5379,CA,55,2300,170,0,Cable Manual WT
5380,CA,55,2300,180,0,Cable Manual WT
5381,CA,55,2300,190,0,Cable Manual WT
5382,CA,55,2400,20,0,Cable Manual WT
5383,CA,55,2400,30,0,Cable Manual WT
5384,CA,55,2400,40,0,Cable Manual WT
5385,CA,55,2400,50,0,Cable Manual WT
5386,CA,55,2400,60,0,Cable Manual WT
5387,CA,55,2400,70,0,Cable Manual WT
5388,CA,55,2400,80,0,Cable Manual WT
5389,CA,55,2400,90,0,Cable Manual WT
5390,CA,55,2400,100,0,Cable Manual WT
5391,CA,55,2400,110,0,Cable Manual WT
5392,CA,55,2400,120,0,Cable Manual WT
5393,CA,55,2400,130,0,Cable Manual WT
5394,CA,55,2400,140,0,Cable Manual WT
5395,CA,55,2400,150,0,Cable Manual WT
5396,CA,55,2400,160,0,Cable Manual WT
5397,CA,55,2400,170,0,Cable Manual WT
5398,CA,55,2400,180,0,Cable Manual WT
5399,CA,55,2400,190,0,Cable Manual WT
5400,CA,60,0,20,0,Cable Manual WT
5401,CA,60,0,30,0,Cable Manual WT
5402,CA,60,0,40,0,Cable Manual WT
5403,CA,60,0,50,0,Cable Manual WT
5404,CA,60,0,60,0,Cable Manual WT
5405,CA,60,0,70,0,Cable Manual WT
5406,CA,60,0,80,0,Cable Manual WT
5407,CA,60,0,90,0,Cable Manual WT
5408,CA,60,0,100,0,Cable Manual WT
5409,CA,60,0,110,0,Cable Manual WT
5410,CA,60,0,120,0,Cable Manual WT
5411,CA,60,0,130,0,Cable Manual WT
5412,CA,60,0,140,0,Cable Manual WT
5413,CA,60,0,150,0,Cable Manual WT
5414,CA,60,0,160,0,Cable Manual WT
5415,CA,60,0,170,0,Cable Manual WT
5416,CA,60,0,180,0,Cable Manual WT
5417,CA,60,0,190,0,Cable Manual WT
5418,CA,60,100,20,0,Cable Manual WT
5419,CA,60,100,30,0,Cable Manual WT
5420,CA,60,100,40,0,Cable Manual WT
5421,CA,60,100,50,0,Cable Manual WT
5422,CA,60,100,60,0,Cable Manual WT
5423,CA,60,100,70,0,Cable Manual WT
5424,CA,60,100,80,0,Cable Manual WT
5425,CA,60,100,90,0,Cable Manual WT
5426,CA,60,100,100,0,Cable Manual WT
5427,CA,60,100,110,0,Cable Manual WT
5428,CA,60,100,120,0,Cable Manual WT
5429,CA,60,100,130,0,Cable Manual WT
5430,CA,60,100,140,0,Cable Manual WT
5431,CA,60,100,150,0,Cable Manual WT
5432,CA,60,100,160,0,Cable Manual WT
5433,CA,60,100,170,0,Cable Manual WT
5434,CA,60,100,180,0,Cable Manual WT
5435,CA,60,100,190,0,Cable Manual WT
5436,CA,60,200,20,0,Cable Manual WT
5437,CA,60,200,30,0,Cable Manual WT
5438,CA,60,200,40,0,Cable Manual WT
5439,CA,60,200,50,0,Cable Manual WT
5440,CA,60,200,60,0,Cable Manual WT
5441,CA,60,200,70,0,Cable Manual WT
5442,CA,60,200,80,0,Cable Manual WT
5443,CA,60,200,90,0,Cable Manual WT
5444,CA,60,200,100,0,Cable Manual WT
5445,CA,60,200,110,0,Cable Manual WT
5446,CA,60,200,120,0,Cable Manual WT
5447,CA,60,200,130,0,Cable Manual WT
5448,CA,60,200,140,0,Cable Manual WT
5449,CA,60,200,150,0,Cable Manual WT
5450,CA,60,200,160,0,Cable Manual WT
5451,CA,60,200,170,0,Cable Manual WT
5452,CA,60,200,180,0,Cable Manual WT
5453,CA,60,200,190,0,Cable Manual WT
5454,CA,60,300,20,0,Cable Manual WT
5455,CA,60,300,30,0,Cable Manual WT
5456,CA,60,300,40,0,Cable Manual WT
5457,CA,60,300,50,0,Cable Manual WT
5458,CA,60,300,60,0,Cable Manual WT
5459,CA,60,300,70,0,Cable Manual WT
5460,CA,60,300,80,0,Cable Manual WT
5461,CA,60,300,90,0,Cable Manual WT
5462,CA,60,300,100,0,Cable Manual WT
5463,CA,60,300,110,0,Cable Manual WT
5464,CA,60,300,120,0,Cable Manual WT
5465,CA,60,300,130,0,Cable Manual WT
5466,CA,60,300,140,0,Cable Manual WT
5467,CA,60,300,150,0,Cable Manual WT
5468,CA,60,300,160,0,Cable Manual WT
5469,CA,60,300,170,0,Cable Manual WT
5470,CA,60,300,180,0,Cable Manual WT
5471,CA,60,300,190,0,Cable Manual WT
5472,CA,60,400,20,0,Cable Manual WT
5473,CA,60,400,30,0,Cable Manual WT
5474,CA,60,400,40,0,Cable Manual WT
5475,CA,60,400,50,0,Cable Manual WT
5476,CA,60,400,60,0,Cable Manual WT
5477,CA,60,400,70,0,Cable Manual WT
5478,CA,60,400,80,0,Cable Manual WT
5479,CA,60,400,90,0,Cable Manual WT
5480,CA,60,400,100,0,Cable Manual WT
5481,CA,60,400,110,0,Cable Manual WT
5482,CA,60,400,120,0,Cable Manual WT
5483,CA,60,400,130,0,Cable Manual WT
5484,CA,60,400,140,0,Cable Manual WT
5485,CA,60,400,150,0,Cable Manual WT
5486,CA,60,400,160,0,Cable Manual WT
5487,CA,60,400,170,0,Cable Manual WT
5488,CA,60,400,180,0,Cable Manual WT
5489,CA,60,400,190,0,Cable Manual WT
5490,CA,60,500,20,0,Cable Manual WT
5491,CA,60,500,30,0,Cable Manual WT
5492,CA,60,500,40,0,Cable Manual WT
5493,CA,60,500,50,0,Cable Manual WT
5494,CA,60,500,60,0,Cable Manual WT
5495,CA,60,500,70,0,Cable Manual WT
5496,CA,60,500,80,0,Cable Manual WT
5497,CA,60,500,90,0,Cable Manual WT
5498,CA,60,500,100,0,Cable Manual WT
5499,CA,60,500,110,0,Cable Manual WT
5500,CA,60,500,120,0,Cable Manual WT
5501,CA,60,500,130,0,Cable Manual WT
5502,CA,60,500,140,0,Cable Manual WT
5503,CA,60,500,150,0,Cable Manual WT
5504,CA,60,500,160,0,Cable Manual WT
5505,CA,60,500,170,0,Cable Manual WT
5506,CA,60,500,180,0,Cable Manual WT
5507,CA,60,500,190,0,Cable Manual WT
5508,CA,60,600,20,0,Cable Manual WT
5509,CA,60,600,30,0,Cable Manual WT
5510,CA,60,600,40,0,Cable Manual WT
5511,CA,60,600,50,0,Cable Manual WT
5512,CA,60,600,60,0,Cable Manual WT
5513,CA,60,600,70,0,Cable Manual WT
5514,CA,60,600,80,0,Cable Manual WT
5515,CA,60,600,90,0,Cable Manual WT
5516,CA,60,600,100,0,Cable Manual WT
5517,CA,60,600,110,0,Cable Manual WT
5518,CA,60,600,120,0,Cable Manual WT
5519,CA,60,600,130,0,Cable Manual WT
5520,CA,60,600,140,0,Cable Manual WT
5521,CA,60,600,150,0,Cable Manual WT
5522,CA,60,600,160,0,Cable Manual WT
5523,CA,60,600,170,0,Cable Manual WT
5524,CA,60,600,180,0,Cable Manual WT
5525,CA,60,600,190,0,Cable Manual WT
5526,CA,60,700,20,0,Cable Manual WT
5527,CA,60,700,30,0,Cable Manual WT
5528,CA,60,700,40,0,Cable Manual WT
5529,CA,60,700,50,0,Cable Manual WT
5530,CA,60,700,60,0,Cable Manual WT
5531,CA,60,700,70,0,Cable Manual WT
5532,CA,60,700,80,0,Cable Manual WT
5533,CA,60,700,90,0,Cable Manual WT
5534,CA,60,700,100,0,Cable Manual WT
5535,CA,60,700,110,0,Cable Manual WT
5536,CA,60,700,120,0,Cable Manual WT
5537,CA,60,700,130,0,Cable Manual WT
5538,CA,60,700,140,0,Cable Manual WT
5539,CA,60,700,150,0,Cable Manual WT
5540,CA,60,700,160,0,Cable Manual WT
5541,CA,60,700,170,0,Cable Manual WT
5542,CA,60,700,180,0,Cable Manual WT
5543,CA,60,700,190,0,Cable Manual WT
5544,CA,60,800,20,0,Cable Manual WT
5545,CA,60,800,30,0,Cable Manual WT
5546,CA,60,800,40,0,Cable Manual WT
5547,CA,60,800,50,0,Cable Manual WT
5548,CA,60,800,60,0,Cable Manual WT
5549,CA,60,800,70,0,Cable Manual WT
5550,CA,60,800,80,0,Cable Manual WT
5551,CA,60,800,90,0,Cable Manual WT
5552,CA,60,800,100,0,Cable Manual WT
5553,CA,60,800,110,0,Cable Manual WT
5554,CA,60,800,120,0,Cable Manual WT
5555,CA,60,800,130,0,Cable Manual WT
5556,CA,60,800,140,0,Cable Manual WT
5557,CA,60,800,150,0,Cable Manual WT
5558,CA,60,800,160,0,Cable Manual WT
5559,CA,60,800,170,0,Cable Manual WT
5560,CA,60,800,180,0,Cable Manual WT
5561,CA,60,800,190,0,Cable Manual WT
5562,CA,60,900,20,0,Cable Manual WT
5563,CA,60,900,30,0,Cable Manual WT
5564,CA,60,900,40,0,Cable Manual WT
5565,CA,60,900,50,0,Cable Manual WT
5566,CA,60,900,60,0,Cable Manual WT
5567,CA,60,900,70,0,Cable Manual WT
5568,CA,60,900,80,0,Cable Manual WT
5569,CA,60,900,90,0,Cable Manual WT
5570,CA,60,900,100,0,Cable Manual WT
5571,CA,60,900,110,0,Cable Manual WT
5572,CA,60,900,120,0,Cable Manual WT
5573,CA,60,900,130,0,Cable Manual WT
5574,CA,60,900,140,0,Cable Manual WT
5575,CA,60,900,150,0,Cable Manual WT
5576,CA,60,900,160,0,Cable Manual WT
5577,CA,60,900,170,0,Cable Manual WT
5578,CA,60,900,180,0,Cable Manual WT
5579,CA,60,900,190,0,Cable Manual WT
5580,CA,60,1000,20,0,Cable Manual WT
5581,CA,60,1000,30,0,Cable Manual WT
5582,CA,60,1000,40,0,Cable Manual WT
5583,CA,60,1000,50,0,Cable Manual WT
5584,CA,60,1000,60,0,Cable Manual WT
5585,CA,60,1000,70,0,Cable Manual WT
5586,CA,60,1000,80,0,Cable Manual WT
5587,CA,60,1000,90,0,Cable Manual WT
5588,CA,60,1000,100,0,Cable Manual WT
5589,CA,60,1000,110,0,Cable Manual WT
5590,CA,60,1000,120,0,Cable Manual WT
5591,CA,60,1000,130,0,Cable Manual WT
5592,CA,60,1000,140,0,Cable Manual WT
5593,CA,60,1000,150,0,Cable Manual WT
5594,CA,60,1000,160,0,Cable Manual WT
5595,CA,60,1000,170,0,Cable Manual WT
5596,CA,60,1000,180,0,Cable Manual WT
5597,CA,60,1000,190,0,Cable Manual WT
5598,CA,60,1100,20,0,Cable Manual WT
5599,CA,60,1100,30,0,Cable Manual WT
5600,CA,60,1100,40,0,Cable Manual WT
5601,CA,60,1100,50,0,Cable Manual WT
5602,CA,60,1100,60,0,Cable Manual WT
5603,CA,60,1100,70,0,Cable Manual WT
5604,CA,60,1100,80,0,Cable Manual WT
5605,CA,60,1100,90,0,Cable Manual WT
5606,CA,60,1100,100,0,Cable Manual WT
5607,CA,60,1100,110,0,Cable Manual WT
5608,CA,60,1100,120,0,Cable Manual WT
5609,CA,60,1100,130,0,Cable Manual WT
5610,CA,60,1100,140,0,Cable Manual WT
5611,CA,60,1100,150,0,Cable Manual WT
5612,CA,60,1100,160,0,Cable Manual WT
5613,CA,60,1100,170,0,Cable Manual WT
5614,CA,60,1100,180,0,Cable Manual WT
5615,CA,60,1100,190,0,Cable Manual WT
5616,CA,60,1200,20,0,Cable Manual WT
5617,CA,60,1200,30,0,Cable Manual WT
5618,CA,60,1200,40,0,Cable Manual WT
5619,CA,60,1200,50,0,Cable Manual WT
5620,CA,60,1200,60,0,Cable Manual WT
5621,CA,60,1200,70,0,Cable Manual WT
5622,CA,60,1200,80,0,Cable Manual WT
5623,CA,60,1200,90,0,Cable Manual WT
5624,CA,60,1200,100,0,Cable Manual WT
5625,CA,60,1200,110,0,Cable Manual WT
5626,CA,60,1200,120,0,Cable Manual WT
5627,CA,60,1200,130,0,Cable Manual WT
5628,CA,60,1200,140,0,Cable Manual WT
5629,CA,60,1200,150,0,Cable Manual WT
5630,CA,60,1200,160,0,Cable Manual WT
5631,CA,60,1200,170,0,Cable Manual WT
5632,CA,60,1200,180,0,Cable Manual WT
5633,CA,60,1200,190,0,Cable Manual WT
5634,CA,60,1300,20,0,Cable Manual WT
5635,CA,60,1300,30,0,Cable Manual WT
5636,CA,60,1300,40,0,Cable Manual WT
5637,CA,60,1300,50,0,Cable Manual WT
5638,CA,60,1300,60,0,Cable Manual WT
5639,CA,60,1300,70,0,Cable Manual WT
5640,CA,60,1300,80,0,Cable Manual WT
5641,CA,60,1300,90,0,Cable Manual WT
5642,CA,60,1300,100,0,Cable Manual WT
5643,CA,60,1300,110,0,Cable Manual WT
5644,CA,60,1300,120,0,Cable Manual WT
5645,CA,60,1300,130,0,Cable Manual WT
5646,CA,60,1300,140,0,Cable Manual WT
5647,CA,60,1300,150,0,Cable Manual WT
5648,CA,60,1300,160,0,Cable Manual WT
5649,CA,60,1300,170,0,Cable Manual WT
5650,CA,60,1300,180,0,Cable Manual WT
5651,CA,60,1300,190,0,Cable Manual WT
5652,CA,60,1400,20,0,Cable Manual WT
5653,CA,60,1400,30,0,Cable Manual WT
5654,CA,60,1400,40,0,Cable Manual WT
5655,CA,60,1400,50,0,Cable Manual WT
5656,CA,60,1400,60,0,Cable Manual WT
5657,CA,60,1400,70,0,Cable Manual WT
5658,CA,60,1400,80,0,Cable Manual WT
5659,CA,60,1400,90,0,Cable Manual WT
5660,CA,60,1400,100,0,Cable Manual WT
5661,CA,60,1400,110,0,Cable Manual WT
5662,CA,60,1400,120,0,Cable Manual WT
5663,CA,60,1400,130,0,Cable Manual WT
5664,CA,60,1400,140,0,Cable Manual WT
5665,CA,60,1400,150,0,Cable Manual WT
5666,CA,60,1400,160,0,Cable Manual WT
5667,CA,60,1400,170,0,Cable Manual WT
5668,CA,60,1400,180,0,Cable Manual WT
5669,CA,60,1400,190,0,Cable Manual WT
5670,CA,60,1500,20,0,Cable Manual WT
5671,CA,60,1500,30,0,Cable Manual WT
5672,CA,60,1500,40,0,Cable Manual WT
5673,CA,60,1500,50,0,Cable Manual WT
5674,CA,60,1500,60,0,Cable Manual WT
5675,CA,60,1500,70,0,Cable Manual WT
5676,CA,60,1500,80,0,Cable Manual WT
5677,CA,60,1500,90,0,Cable Manual WT
5678,CA,60,1500,100,0,Cable Manual WT
5679,CA,60,1500,110,0,Cable Manual WT
5680,CA,60,1500,120,0,Cable Manual WT
5681,CA,60,1500,130,0,Cable Manual WT
5682,CA,60,1500,140,0,Cable Manual WT
5683,CA,60,1500,150,0,Cable Manual WT
5684,CA,60,1500,160,0,Cable Manual WT
5685,CA,60,1500,170,0,Cable Manual WT
5686,CA,60,1500,180,0,Cable Manual WT
5687,CA,60,1500,190,0,Cable Manual WT
5688,CA,60,1600,20,0,Cable Manual WT
5689,CA,60,1600,30,0,Cable Manual WT
5690,CA,60,1600,40,0,Cable Manual WT
5691,CA,60,1600,50,0,Cable Manual WT
5692,CA,60,1600,60,0,Cable Manual WT
5693,CA,60,1600,70,0,Cable Manual WT
5694,CA,60,1600,80,0,Cable Manual WT
5695,CA,60,1600,90,0,Cable Manual WT
5696,CA,60,1600,100,0,Cable Manual WT
5697,CA,60,1600,110,0,Cable Manual WT
5698,CA,60,1600,120,0,Cable Manual WT
5699,CA,60,1600,130,0,Cable Manual WT
5700,CA,60,1600,140,0,Cable Manual WT
5701,CA,60,1600,150,0,Cable Manual WT
5702,CA,60,1600,160,0,Cable Manual WT
5703,CA,60,1600,170,0,Cable Manual WT
5704,CA,60,1600,180,0,Cable Manual WT
5705,CA,60,1600,190,0,Cable Manual WT
5706,CA,60,1700,20,0,Cable Manual WT
5707,CA,60,1700,30,0,Cable Manual WT
5708,CA,60,1700,40,0,Cable Manual WT
5709,CA,60,1700,50,0,Cable Manual WT
5710,CA,60,1700,60,0,Cable Manual WT
5711,CA,60,1700,70,0,Cable Manual WT
5712,CA,60,1700,80,0,Cable Manual WT
5713,CA,60,1700,90,0,Cable Manual WT
5714,CA,60,1700,100,0,Cable Manual WT
5715,CA,60,1700,110,0,Cable Manual WT
5716,CA,60,1700,120,0,Cable Manual WT
5717,CA,60,1700,130,0,Cable Manual WT
5718,CA,60,1700,140,0,Cable Manual WT
5719,CA,60,1700,150,0,Cable Manual WT
5720,CA,60,1700,160,0,Cable Manual WT
5721,CA,60,1700,170,0,Cable Manual WT
5722,CA,60,1700,180,0,Cable Manual WT
5723,CA,60,1700,190,0,Cable Manual WT
5724,CA,60,1800,20,0,Cable Manual WT
5725,CA,60,1800,30,0,Cable Manual WT
5726,CA,60,1800,40,0,Cable Manual WT
5727,CA,60,1800,50,0,Cable Manual WT
5728,CA,60,1800,60,0,Cable Manual WT
5729,CA,60,1800,70,0,Cable Manual WT
5730,CA,60,1800,80,0,Cable Manual WT
5731,CA,60,1800,90,0,Cable Manual WT
5732,CA,60,1800,100,0,Cable Manual WT
5733,CA,60,1800,110,0,Cable Manual WT
5734,CA,60,1800,120,0,Cable Manual WT
5735,CA,60,1800,130,0,Cable Manual WT
5736,CA,60,1800,140,0,Cable Manual WT
5737,CA,60,1800,150,0,Cable Manual WT
5738,CA,60,1800,160,0,Cable Manual WT
5739,CA,60,1800,170,0,Cable Manual WT
5740,CA,60,1800,180,0,Cable Manual WT
5741,CA,60,1800,190,0,Cable Manual WT
5742,CA,60,1900,20,0,Cable Manual WT
5743,CA,60,1900,30,0,Cable Manual WT
5744,CA,60,1900,40,0,Cable Manual WT
5745,CA,60,1900,50,0,Cable Manual WT
5746,CA,60,1900,60,0,Cable Manual WT
5747,CA,60,1900,70,0,Cable Manual WT
5748,CA,60,1900,80,0,Cable Manual WT
5749,CA,60,1900,90,0,Cable Manual WT
5750,CA,60,1900,100,0,Cable Manual WT
5751,CA,60,1900,110,0,Cable Manual WT
5752,CA,60,1900,120,0,Cable Manual WT
5753,CA,60,1900,130,0,Cable Manual WT
5754,CA,60,1900,140,0,Cable Manual WT
5755,CA,60,1900,150,0,Cable Manual WT
5756,CA,60,1900,160,0,Cable Manual WT
5757,CA,60,1900,170,0,Cable Manual WT
5758,CA,60,1900,180,0,Cable Manual WT
5759,CA,60,1900,190,0,Cable Manual WT
5760,CA,60,2000,20,0,Cable Manual WT
5761,CA,60,2000,30,0,Cable Manual WT
5762,CA,60,2000,40,0,Cable Manual WT
5763,CA,60,2000,50,0,Cable Manual WT
5764,CA,60,2000,60,0,Cable Manual WT
5765,CA,60,2000,70,0,Cable Manual WT
5766,CA,60,2000,80,0,Cable Manual WT
5767,CA,60,2000,90,0,Cable Manual WT
5768,CA,60,2000,100,0,Cable Manual WT
5769,CA,60,2000,110,0,Cable Manual WT
5770,CA,60,2000,120,0,Cable Manual WT
5771,CA,60,2000,130,0,Cable Manual WT
5772,CA,60,2000,140,0,Cable Manual WT
5773,CA,60,2000,150,0,Cable Manual WT
5774,CA,60,2000,160,0,Cable Manual WT
5775,CA,60,2000,170,0,Cable Manual WT
5776,CA,60,2000,180,0,Cable Manual WT
5777,CA,60,2000,190,0,Cable Manual WT
5778,CA,60,2100,20,0,Cable Manual WT
5779,CA,60,2100,30,0,Cable Manual WT
5780,CA,60,2100,40,0,Cable Manual WT
5781,CA,60,2100,50,0,Cable Manual WT
5782,CA,60,2100,60,0,Cable Manual WT
5783,CA,60,2100,70,0,Cable Manual WT
5784,CA,60,2100,80,0,Cable Manual WT
5785,CA,60,2100,90,0,Cable Manual WT
5786,CA,60,2100,100,0,Cable Manual WT
5787,CA,60,2100,110,0,Cable Manual WT
5788,CA,60,2100,120,0,Cable Manual WT
5789,CA,60,2100,130,0,Cable Manual WT
5790,CA,60,2100,140,0,Cable Manual WT
5791,CA,60,2100,150,0,Cable Manual WT
5792,CA,60,2100,160,0,Cable Manual WT
5793,CA,60,2100,170,0,Cable Manual WT
5794,CA,60,2100,180,0,Cable Manual WT
5795,CA,60,2100,190,0,Cable Manual WT
5796,CA,60,2200,20,0,Cable Manual WT
5797,CA,60,2200,30,0,Cable Manual WT
5798,CA,60,2200,40,0,Cable Manual WT
5799,CA,60,2200,50,0,Cable Manual WT
5800,CA,60,2200,60,0,Cable Manual WT
5801,CA,60,2200,70,0,Cable Manual WT
5802,CA,60,2200,80,0,Cable Manual WT
5803,CA,60,2200,90,0,Cable Manual WT
5804,CA,60,2200,100,0,Cable Manual WT
